transition,horizon,period,n_blocks,adaptive_mse,frozen_mse,benchmark_mse,adaptive_rmse_vs_frozen,adaptive_relative_rmsfe_vs_no_change,frozen_relative_rmsfe_vs_no_change,mean_adaptive_mse_advantage_vs_frozen,order_diff_share,window_diff_share,mean_abs_smoothness_change
stable_high_roughness,3,all_post,1200,0.3797310920822721,1.1539419547030754,1.1155915328538724,0.5736488104489317,0.5834255905103821,1.017043145358916,0.7742108626208033,0.36333333333333334,0.5325,0.037683795741641324
stable_high_roughness,3,early,360,0.38320102638692494,0.4612124379844886,0.9165747276100206,0.9115129149107559,0.6465906088911055,0.709359788889455,0.07801141159756365,0.2111111111111111,0.3416666666666667,0.027361851569844484
stable_high_roughness,3,late,480,0.3823744419868303,2.222153547072497,1.335242423783249,0.4148178113725085,0.5351362449597327,1.2900512713982224,1.839779105085667,0.45208333333333334,0.6479166666666667,0.044333655389924106
stable_high_roughness,3,mid,360,0.3727366912382084,0.4223893482624328,1.0217404835252222,0.9393871043043165,0.6039914239680447,0.6429632908526498,0.04965265702422441,0.3972222222222222,0.5694444444444444,0.039139260382394465
stable_high_roughness,6,all_post,1170,0.46991742064990444,1.2812962404954387,2.5166324008214946,0.6056001816381094,0.4321165308841496,0.7135343482151909,0.8113788198455343,0.37606837606837606,0.5418803418803418,0.04152221826840024
stable_high_roughness,6,early,360,0.494140854108376,0.5779950342595389,1.89145130084804,0.9246200935271653,0.5111257946688126,0.552795465128831,0.08385418015116297,0.23055555555555557,0.3611111111111111,0.032340742633132795
stable_high_roughness,6,late,450,0.46046151414578956,2.4183363915425313,3.167683703898478,0.43635334848557483,0.38126396797030393,0.8737505264793629,1.9578748773967416,0.4577777777777778,0.6444444444444445,0.04782868132351
stable_high_roughness,6,mid,360,0.4575138703215767,0.5632972579224732,2.327999371948721,0.9012251730031223,0.44331324096834723,0.49190064175760806,0.10578338760089648,0.41944444444444445,0.5944444444444444,0.04282061508478049
stable_high_roughness,12,all_post,1110,0.8871368547682407,1.7571530150634005,7.654288019382324,0.7105432528472126,0.3404418256892926,0.4791289261070465,0.8700161602951599,0.409009009009009,0.572972972972973,0.05539581236748689
stable_high_roughness,12,early,360,1.0528802942475792,1.0711279398920612,5.607262821445983,0.9914454518364142,0.4333252960630946,0.43706418266427444,0.01824764564448191,0.20833333333333334,0.3972222222222222,0.03663919931570116
stable_high_roughness,12,late,390,0.8320347945445744,3.0936088290535397,9.882748246269475,0.5186066064369432,0.290156215422545,0.5594919382459211,2.261574034508966,0.5205128205128206,0.6435897435897436,0.06978816555650003
stable_high_roughness,12,mid,360,0.7810873138645403,0.9953509584120888,7.2871479715242495,0.8858530251807031,0.32739421252034134,0.3695807354200286,0.21426364454754845,0.4888888888888889,0.6722222222222223,0.05856070946450842
stable_low_roughness,1,all_post,1200,0.3110600352078699,0.33189875833045196,0.4865934726382445,0.9680979368319149,0.7995377413621172,0.8258851826278978,0.020838723122582052,0.48083333333333333,0.5566666666666666,0.044437660576175264
stable_low_roughness,1,early,360,0.2946205128948225,0.29237878165992554,0.48362362200886855,1.0038262876964077,0.7805086813888739,0.7775336140877463,-0.0022417312348970244,0.35555555555555557,0.4666666666666667,0.03939352629836072
stable_low_roughness,1,late,480,0.29808027310578517,0.3445272141473456,0.48709998791324394,0.9301539860260442,0.782271590373211,0.8410129958323993,0.04644694104156044,0.5604166666666667,0.6166666666666667,0.044200399439883006
stable_low_roughness,1,mid,360,0.3448059069903635,0.3545807939117868,0.4888879695676209,0.9861199490467656,0.8398131554066838,0.8516338770131264,0.009774886921423273,0.5,0.5666666666666667,0.049798143035712825
stable_low_roughness,3,all_post,1200,0.29483518458403246,0.33472344078171856,0.5176442778974281,0.9385266109961878,0.7546992977958026,0.8041320181584793,0.039888256197686045,0.445,0.5258333333333334,0.02524447965370536
stable_low_roughness,3,early,360,0.2804200092700306,0.2876688991392341,0.5054698409953433,0.9873202487788095,0.7448295108412389,0.7543950524285296,0.007248889869203505,0.32222222222222224,0.3638888888888889,0.01926231367355765
stable_low_roughness,3,late,480,0.29628941321555763,0.35794480012820085,0.5419108858660192,0.9098086007242097,0.7394249988893391,0.8127258835547995,0.06165538691264317,0.4791666666666667,0.6104166666666667,0.030637050623178022
stable_low_roughness,3,mid,360,0.30731138838933425,0.35081616996222675,0.49746323750805793,0.9359432702941317,0.7859751791641669,0.8397679689679959,0.04350478157289243,0.5222222222222223,0.575,0.02403655100788953
stable_low_roughness,6,all_post,1170,0.31236610668335596,0.3468017064478231,0.5983092977360734,0.9490549079030216,0.7225519482472178,0.7613384033213927,0.034435599764467154,0.4641025641025641,0.5094017094017094,0.02474409818323276
stable_low_roughness,6,early,360,0.30280582798195343,0.3031302728714675,0.5576153263880199,0.9994646992075528,0.7369105323464943,0.7373052124109732,0.0003244448895140402,0.3277777777777778,0.36944444444444446,0.020746567219394746
stable_low_roughness,6,late,450,0.3064963068745791,0.36726789194685605,0.6533712990478177,0.9135264826136879,0.6849085636513128,0.7497413339257807,0.06077158507227687,0.4777777777777778,0.5977777777777777,0.023980678491234475
stable_low_roughness,6,mid,360,0.32926363514572954,0.3648904081503877,0.5701757674444464,0.9499279378371106,0.7599193556176691,0.799975793266938,0.03562677300465815,0.5833333333333334,0.5388888888888889,0.029695903762068637
stable_low_roughness,12,all_post,1110,0.36068920021971457,0.403691438180197,0.9058320272888839,0.9452393657377395,0.6310194321529244,0.6675763357151625,0.04300223796048239,0.43783783783783786,0.5594594594594594,0.03390727486682904
stable_low_roughness,12,early,360,0.35194204845834887,0.3631135673660847,0.775701408490693,0.9844968720987195,0.6735786121345325,0.6841856294562102,0.011171518907735751,0.2833333333333333,0.4,0.02860973132830172
stable_low_roughness,12,late,390,0.3455771039285573,0.42464022976451044,1.0676477009984082,0.9021150169070304,0.5689295556509093,0.6306618834497704,0.07906312583595321,0.48205128205128206,0.6743589743589744,0.02865735011337832
stable_low_roughness,12,mid,360,0.3858077896298339,0.42157478477796956,0.8606623329017569,0.9566392211898752,0.6695285452269791,0.6998757006786889,0.03576699514813564,0.5444444444444444,0.5944444444444444,0.044892236888261314
