direction,matched_control,seed,horizon,relative_origin,period,transition_adaptive_mse,transition_frozen_mse,transition_adaptive_mse_advantage,control_adaptive_mse,control_frozen_mse,control_adaptive_mse_advantage,excess_adaptive_mse_advantage
low_to_high_roughness,stable_low_roughness,0,6,75,late,0.28619390313431636,0.3998529840843023,0.11365908094998595,0.4406726265361303,0.30106445488268835,-0.13960817165344197,0.2532672526034279
low_to_high_roughness,stable_low_roughness,0,6,78,late,0.21914051171945292,0.22425652906937274,0.005116017349919816,0.295157236477895,0.21016493070751663,-0.08499230577037836,0.09010832312029818
low_to_high_roughness,stable_low_roughness,0,6,81,late,0.3496083100685147,0.30065280569129743,-0.048955504377217296,0.20756593931690626,0.21321615640001024,0.005650217083103981,-0.05460572146032128
low_to_high_roughness,stable_low_roughness,0,6,84,late,0.5279535657080183,0.8062502425276435,0.2782966768196252,0.5451160920255655,0.5539450514090077,0.008828959383442192,0.26946771743618303
low_to_high_roughness,stable_low_roughness,0,6,87,late,0.1473344631680846,0.4326438133123341,0.2853093501442495,0.2627987075347093,0.2586068575387557,-0.004191849995953623,0.28950120014020314
low_to_high_roughness,stable_low_roughness,0,6,90,late,0.7107597914874558,0.14792026236294467,-0.5628395291245112,0.19101934549051255,0.16450606405008192,-0.026513281440430636,-0.5363262476840805
low_to_high_roughness,stable_low_roughness,0,6,93,late,0.3731860303937998,0.21023472093013384,-0.16295130946366593,0.19904116388079848,0.19636462135286678,-0.0026765425279317023,-0.16027476693573423
low_to_high_roughness,stable_low_roughness,0,6,96,late,0.1774502612393366,0.23605350400593897,0.058603242766602365,0.1576960044647617,0.16592765237935014,0.008231647914588441,0.05037159485201392
low_to_high_roughness,stable_low_roughness,0,6,99,late,0.2363397499120332,0.1651343204897697,-0.07120542942226349,0.19105066873723356,0.17024699934562504,-0.02080366939160852,-0.05040176003065497
low_to_high_roughness,stable_low_roughness,0,6,102,late,0.43530962015089303,0.19622545787358248,-0.23908416227731055,0.27817129270827845,0.18910272350459537,-0.08906856920368308,-0.15001559307362747
low_to_high_roughness,stable_low_roughness,0,6,105,late,0.28436249265061586,0.2945711100606365,0.01020861741002066,0.2895409047923921,0.16096176865058343,-0.12857913614180866,0.13878775355182932
low_to_high_roughness,stable_low_roughness,0,6,108,late,0.3058618471352698,0.6573036412197039,0.35144179408443404,0.3380255216367505,0.20519064723177918,-0.1328348744049713,0.4842766684894053
low_to_high_roughness,stable_low_roughness,0,6,111,late,0.49681737471382464,0.9732117658862175,0.47639439117239285,0.22160645718238325,0.21461580869173771,-0.00699064849064554,0.48338503966303836
low_to_high_roughness,stable_low_roughness,0,6,114,late,0.43850377751773806,1.6753591391160016,1.2368553615982636,0.38063389321928076,0.3675526969685623,-0.013081196250718463,1.249936557848982
low_to_high_roughness,stable_low_roughness,0,12,0,early,0.271923487979902,0.271923487979902,0.0,0.3071699803016816,0.3071699803016816,0.0,0.0
low_to_high_roughness,stable_low_roughness,0,12,3,early,0.1529302359374964,0.1527372037269336,-0.00019303221056279907,0.10990636839777652,0.10997650325155124,7.013485377471707e-05,-0.00026316706433751613
low_to_high_roughness,stable_low_roughness,0,12,6,early,0.2564348013227017,0.2540695959212348,-0.0023652054014668966,0.19559756222454058,0.1951504287042274,-0.0004471335203131699,-0.0019180718811537267
low_to_high_roughness,stable_low_roughness,0,12,9,early,0.2587119381444716,0.25829802849876504,-0.0004139096457065339,0.23010842476224344,0.23092433028200374,0.000815905519760296,-0.00122981516546683
low_to_high_roughness,stable_low_roughness,0,12,12,early,0.41521888663569495,0.40761714324124254,-0.007601743394452409,0.26298683396874895,0.26281227075367697,-0.0001745632150719767,-0.007427180179380433
low_to_high_roughness,stable_low_roughness,0,12,15,early,0.49015748504930884,0.4804667010482506,-0.009690784001058217,0.29179215142603704,0.2917796501787607,-1.2501247276364147e-05,-0.009678282753781853
low_to_high_roughness,stable_low_roughness,0,12,18,early,0.3915672713633597,0.38403521007741453,-0.007532061285945191,0.2010653677968034,0.20191901870597065,0.0008536509091672528,-0.008385712195112444
low_to_high_roughness,stable_low_roughness,0,12,21,early,0.5899124203327751,0.581948602466342,-0.007963817866433187,0.18050003668938588,0.1802816203831582,-0.00021841630622768116,-0.007745401560205506
low_to_high_roughness,stable_low_roughness,0,12,24,early,0.33827481009291915,0.5422226744931504,0.20394786440023127,0.1155199678250189,0.11495821203013955,-0.0005617557948793539,0.20450962019511063
low_to_high_roughness,stable_low_roughness,0,12,27,early,0.39945951507434296,0.5437696379934501,0.14431012291910716,0.20562763189079045,0.20573712634226035,0.00010949445146990477,0.14420062846763726
low_to_high_roughness,stable_low_roughness,0,12,30,early,0.6228330525726204,0.7231497605938992,0.10031670802127879,0.3309771978800804,0.33480942849538303,0.003832230615302634,0.09648447740597615
low_to_high_roughness,stable_low_roughness,0,12,33,early,0.4192467606905947,0.48228832981823677,0.06304156912764208,0.3305021783731018,0.3273408221530748,-0.0031613562200270007,0.06620292534766908
low_to_high_roughness,stable_low_roughness,0,12,36,mid,0.36843448296567427,0.40216246301119574,0.033727980045521466,0.3526804018570402,0.35118815756553606,-0.00149224429150413,0.035220224337025596
