direction,matched_control,horizon,seed,mean_excess_adaptive_mse_advantage,transition_adaptive_mse_advantage,control_adaptive_mse_advantage
low_to_high,stable_low,6,2,0.03568363381401624,0.4938680826603863,0.45818444884637005
low_to_high,stable_low,6,3,-0.021431206408636994,-0.05147593160625474,-0.03004472519761774
low_to_high,stable_low,6,4,0.11848119683048057,0.09991047710301314,-0.01857071972746743
low_to_high,stable_low,6,5,-0.03163133374590357,-0.03370487693977704,-0.002073543193873477
low_to_high,stable_low,6,6,-0.1454038247952061,0.4414589624838432,0.5868627872790493
low_to_high,stable_low,6,7,-0.0042145847688057165,0.05795401931982473,0.06216860408863044
low_to_high,stable_low,6,8,-0.012799041747167882,-0.023056700690608417,-0.010257658943440537
low_to_high,stable_low,6,9,0.007191248635356113,0.004101898351892773,-0.003089350283463338
low_to_high,stable_low,6,10,-0.07298078492965764,-0.14387514510912572,-0.07089436017946804
low_to_high,stable_low,6,11,-0.005615182506591379,0.008905838804596002,0.014521021311187385
low_to_high,stable_low,6,12,-0.01828208948474453,-0.001885310750672627,0.0163967787340719
low_to_high,stable_low,6,13,-0.05035577971386448,-0.05395197331614483,-0.0035961936022803533
low_to_high,stable_low,6,14,-0.14067347567653476,0.8239693031632184,0.9646427788397534
low_to_high,stable_low,6,15,-0.007645901757478006,-0.014379982919622102,-0.006734081162144097
low_to_high,stable_low,6,16,-0.03988935289097309,-0.025644876805392902,0.01424447608558018
low_to_high,stable_low,6,17,-0.012830090013368847,-0.02628618334650523,-0.01345609333313638
low_to_high,stable_low,6,18,-0.0895986812886685,0.11157445594122993,0.20117313722989844
low_to_high,stable_low,6,19,0.017871067927586644,-0.015148141059015555,-0.033019208986602204
low_to_high,stable_low,6,20,-0.021750243955643983,-0.07297992589294247,-0.05122968193729848
low_to_high,stable_low,6,21,-0.030264822843640193,-0.0388216611303444,-0.008556838286704215
low_to_high,stable_low,6,22,-0.06670715588897944,-0.03987005189931151,0.026837103989667918
low_to_high,stable_low,6,23,0.0941149643066873,0.08451652648426332,-0.009598437822423977
low_to_high,stable_low,6,24,0.00253083099439824,-0.04222516316714697,-0.0447559941615452
low_to_high,stable_low,6,25,-0.006936505038318068,-0.00939483809518087,-0.002458333056862796
low_to_high,stable_low,6,26,-0.07681585050182352,-0.08246326757348584,-0.0056474170716623055
low_to_high,stable_low,6,27,0.04956988627223179,0.05792980711804583,0.008359920845814012
low_to_high,stable_low,6,28,-0.014769240348282545,-0.019935560421323675,-0.00516632007304113
low_to_high,stable_low,6,29,-0.012561522643499384,-0.027689999206515346,-0.01512847656301596
low_to_high,stable_low,12,0,-0.04334259152827033,-0.032507174101709536,0.010835417426560795
low_to_high,stable_low,12,1,-0.15331402718364062,-0.2444967067884416,-0.09118267960480096
low_to_high,stable_low,12,2,-0.19491894541074087,0.237360338986038,0.43227928439677876
low_to_high,stable_low,12,3,-0.1514807805841764,0.4889053925998224,0.6403861731839987
low_to_high,stable_low,12,4,0.05448100937065426,0.023319105540045917,-0.031161903830608368
low_to_high,stable_low,12,5,0.021440212082284887,0.054891606420722355,0.03345139433843747
low_to_high,stable_low,12,6,-0.3315948617670927,0.9004898668181522,1.232084728585245
