seed,ar1_phi,horizon,n_outer_origins,mean_order,mean_window,s_observed,s_latent,s_ar,s_recovery,gap_observed_minus_latent,gap_observed_minus_ar,gap_observed_minus_recovery,mse_observed,mse_latent_lambda,mse_recovery_lambda,mse_ar_oracle,latent_mse_observed,latent_mse_latent,latent_mse_recovery,rmse_ar_vs_trend_only
0,0.0,2,20,3.0,57.6,0.9968109838977595,0.9927495931018283,0.9968109838977595,0.977816481958658,0.004061390795931074,0.0,0.0189945019391015,0.34055062467460695,0.3190837837891399,0.3157458721154677,0.34055062467460695,0.0964690301919681,0.08251581012107807,0.07548722187527881,1.0
0,0.0,3,20,2.15,69.6,0.9819929959922888,0.9775492668937643,0.9819929959922888,0.9586596393345583,0.004443729098524385,0.0,0.02333335665773033,0.3593882698766856,0.35003791150496244,0.3256065742417246,0.3593882698766856,0.1029990858830054,0.0922090999046389,0.07783469196236499,1.0
0,0.0,6,20,2.15,69.6,0.9795750604712339,0.9785134689428329,0.9795750604712339,0.958703563583353,0.0010615915284009126,0.0,0.020871496887880918,0.3278368630396537,0.31955075905795605,0.3211106262546805,0.3278368630396537,0.12307603485222891,0.1162391530300457,0.09806689835280728,1.0
0,0.0,12,19,2.1052631578947367,66.94736842105263,0.9802023688312762,0.9794020808690839,0.9802023688312762,0.9600961199487249,0.000800287962192202,0.0,0.02010624888255132,0.3621392719075109,0.35532893641834834,0.3644526668750851,0.3621392719075109,0.17083585433467224,0.16618823637878283,0.16737015717405254,1.0
0,0.2,1,20,2.45,58.8,0.989998595411347,0.9875054498853754,0.9923360182680728,0.9744944820846373,0.002493145525971735,-0.0023374228567258405,0.015504113326709729,0.42308747801168334,0.40319820484478486,0.40360285870478185,0.3988837286056364,0.12568792410207327,0.10278783507402303,0.09555833879205601,0.9709750588867843
0,0.2,2,20,2.75,57.6,0.9949308517544979,0.991619051732072,0.9954007291010886,0.9788111695996579,0.003311800022425898,-0.000469877346590597,0.016119682154840137,0.3774973735055369,0.36216900527795326,0.34075244880099465,0.36658974588836185,0.1374681146412608,0.12127661643492715,0.10647296458082403,0.985446812958062
0,0.2,3,20,2.15,64.8,0.9857118851905027,0.9825611368829792,0.985972743884101,0.97131437075843,0.0031507483075233324,-0.0002608586935985757,0.0143975144320726,0.38537975732806323,0.37429567147645926,0.36008225284683293,0.37370220347307026,0.13582477396843604,0.12286654143493884,0.11646921822281686,0.9847327455107937
0,0.2,6,20,2.15,69.6,0.9808928952840846,0.9800855007173832,0.9810183314613532,0.9672655148162004,0.0008073945667014193,-0.0001254361772684731,0.013627380467884281,0.3392637832348,0.32791557126165294,0.3263842087291202,0.3331670431206639,0.1597360793458568,0.15031245948558986,0.14143538494662403,0.9909740153621873
0,0.2,12,19,2.0526315789473686,66.94736842105263,0.9806075974672577,0.9797345537406863,0.9806470334137692,0.9669388370476806,0.0008730437265713297,-3.943594651164386e-05,0.013668760419576974,0.3825188731203232,0.36923332102041395,0.33954280083430954,0.3795482188278557,0.20320996423214036,0.19651645056653194,0.16700451813525488,0.9961094150427278
0,0.4,1,20,2.3,52.8,0.9852449117887033,0.9894946466949575,0.9923373982526021,0.9827384150458564,-0.004249734906254082,-0.007092486463898739,0.002506496742846981,0.3700893073888075,0.3768151204497739,0.3876263338326656,0.3357063716055445,0.14490944162680144,0.13145752500548089,0.1205784247895404,0.952415650331559
