transition,pre_phi,post_phi,horizon,relative_origin,n_seeds,mean_order,modal_order,mean_window,modal_window,mean_smoothness,median_smoothness,mean_selected_window_post_fraction,frac_lower_boundary,frac_upper_boundary,mean_outer_block_mse,mean_benchmark_block_mse,pooled_relative_rmsfe
high_to_low,0.8,0.0,6,-57,30,1.8,1,49.6,72,0.6780133244387476,0.975545764829478,0.0,0.2,0.06666666666666667,0.3029155573331337,0.3673196832692683,0.9081104823048252
high_to_low,0.8,0.0,6,-54,30,1.7666666666666666,2,49.6,48,0.6872874621682986,0.9626037426470204,0.0,0.16666666666666666,0.06666666666666667,0.4178521408209236,0.3618988429496458,1.07452795468644
high_to_low,0.8,0.0,6,-51,30,1.7333333333333334,1,46.4,24,0.6711711580034092,0.9435835682107239,0.0,0.13333333333333333,0.1,0.45525268859156237,0.413902425192757,1.048762799354982
high_to_low,0.8,0.0,6,-48,30,1.7333333333333334,2,46.4,48,0.7225194570489634,0.9580552972601488,0.0,0.1,0.06666666666666667,0.3655098587221197,0.4713835743212378,0.8805668363305841
high_to_low,0.8,0.0,6,-45,30,1.7333333333333334,1,50.4,72,0.6664471067295002,0.9566370908068889,0.0,0.13333333333333333,0.06666666666666667,0.3599207876714108,0.34400715657809056,1.0228683166072656
high_to_low,0.8,0.0,6,-42,30,1.7333333333333334,2,47.2,24,0.6984810242258117,0.9582194423987143,0.0,0.1,0.03333333333333333,0.3146222621723735,0.32898461519987005,0.9779281108769802
high_to_low,0.8,0.0,6,-39,30,1.6666666666666667,2,44.8,24,0.7127823368114543,0.9509233127915611,0.0,0.1,0.03333333333333333,0.3239549450276298,0.42590638385862145,0.8721380449476038
high_to_low,0.8,0.0,6,-36,30,1.6333333333333333,1,47.2,24,0.6887717699266951,0.9342316431692984,0.0,0.06666666666666667,0.0,0.4172682437605077,0.4970418576830985,0.9162440873295139
high_to_low,0.8,0.0,6,-33,30,1.6,1,41.6,24,0.6752347110039235,0.8733090884154324,0.0,0.06666666666666667,0.06666666666666667,0.34324520010817,0.38474478375520677,0.9445302385732177
high_to_low,0.8,0.0,6,-30,30,1.6666666666666667,2,45.6,24,0.7181170816547734,0.9528708903992337,0.0,0.06666666666666667,0.06666666666666667,0.3546681777111808,0.4675079462587653,0.8709969079634525
high_to_low,0.8,0.0,6,-27,30,1.6333333333333333,1,41.6,24,0.6862950661052998,0.9417482629495642,0.0,0.1,0.03333333333333333,0.4098270248997223,0.6143668174560767,0.8167448809793593
