seed,transition,pre_phi,post_phi,horizon,regime_point,outer_origin,relative_origin,post_observations_seen,inner_origin_count,inner_origin_earliest,inner_origin_latest,inner_origin_post_fraction,selected_window_pre_count,selected_window_post_count,selected_window_post_fraction,forecast_block_relation,selected_order,selected_window,selected_lambda,selected_smoothness,inner_objective,search_source,n_stationary_points,outer_block_mse,benchmark_block_mse,relative_rmsfe_block,selector_max_inner_origins,selector_validation_span_observations,inner_step
0,stable_low,0.0,0.0,1,180,150,-30,0,5,135,147,0.0,72,0,0.0,pre,2,72,405528537.6751358,0.9999977518128592,0.29062475149223976,stationary_minimum,1,0.027737446470179138,0.030916748687504027,0.9471883127175378,5,12,3
0,stable_low,0.0,0.0,1,180,153,-27,0,5,138,150,0.0,72,0,0.0,pre,2,72,365809693.8920275,0.9999975064950021,0.28148213983045534,stationary_minimum,1,0.05196075398418889,0.09800119306486542,0.7281519900128602,5,12,3
0,stable_low,0.0,0.0,1,180,156,-24,0,5,141,153,0.0,72,0,0.0,pre,2,72,368874945.1763227,0.9999975273035391,0.23290873593958628,stationary_minimum,4,0.3621496675365962,0.02413414383478715,3.8737188511087113,5,12,3
0,stable_low,0.0,0.0,1,180,159,-21,0,5,144,156,0.0,72,0,0.0,pre,3,72,5.480015424405613,0.7502580035371209,0.16523514894937938,stationary_minimum,3,0.9720253385244144,0.3074601444656007,1.778051679232883,5,12,3
0,stable_low,0.0,0.0,1,180,162,-18,0,5,147,159,0.0,24,0,0.0,pre,1,24,6.796266441674563,0.8259600494108627,0.12373962444130746,stationary_minimum,2,0.4317075033074896,0.07194964420778567,2.4495170862114675,5,12,3
0,stable_low,0.0,0.0,1,180,165,-15,0,5,150,162,0.0,72,0,0.0,pre,1,72,0.2310325746717243,0.2796356784088778,0.09499059003474923,stationary_minimum,2,0.04831340485050035,0.0005473815885314593,9.394825756762797,5,12,3
0,stable_low,0.0,0.0,1,180,168,-12,0,5,153,165,0.0,72,0,0.0,pre,1,72,0.08705906838824974,0.1389098919044718,0.09637012288269288,stationary_minimum,2,0.11875915024412151,0.14734248062662184,0.8977792263687784,5,12,3
0,stable_low,0.0,0.0,1,180,171,-9,0,5,156,168,0.0,72,0,0.0,pre,1,72,0.19798329436187456,0.2534188451277954,0.09501547610832095,stationary_minimum,2,0.976659138156552,0.9921399478693713,0.9921675999184313,5,12,3
0,stable_low,0.0,0.0,1,180,174,-6,0,5,159,171,0.0,24,0,0.0,pre,3,24,26.483742631469166,0.8483987877740413,0.25039833745290363,stationary_minimum,2,0.8613975015560373,0.904604717622336,0.9758259874580631,5,12,3
0,stable_low,0.0,0.0,1,180,177,-3,0,5,162,174,0.0,48,0,0.0,pre,3,48,11.107309678071521,0.78939014813179,0.29884748830710356,stationary_minimum,4,1.7080877483496135,0.6554323209313839,1.61432570447097,5,12,3
0,stable_low,0.0,0.0,1,180,180,0,0,5,165,177,0.0,72,0,0.0,post,1,72,0.10810475218948763,0.16465487611183038,0.5331209060397333,stationary_minimum,2,4.418877345470511,5.096872740320721,0.9311166194846031,5,12,3
0,stable_low,0.0,0.0,1,180,183,3,3,5,168,180,0.2,45,3,0.0625,post,2,48,30154.282233532624,0.9929201103081955,0.6146766742361768,stationary_minimum,1,0.038985262962499045,1.1137705977711096,0.18709076877743375,5,12,3
0,stable_low,0.0,0.0,1,180,186,6,6,5,171,183,0.4,42,6,0.125,post,2,48,83678.82261421061,0.997031111394374,0.5979067886728058,stationary_minimum,1,0.23515047734909486,0.02776598434023999,2.910156837770221,5,12,3
0,stable_low,0.0,0.0,1,180,189,9,9,5,174,186,0.6,39,9,0.1875,post,2,48,26489122129.84347,0.9999990215052298,0.1913338794371974,upper_boundary,0,0.8255297671480134,0.8678601311570369,0.9753073566179334,5,12,3
0,stable_low,0.0,0.0,1,180,192,12,12,5,177,189,0.8,60,12,0.16666666666666666,post,2,72,50673.669665851936,0.9900072486763128,0.2509531560705377,stationary_minimum,2,0.004158740991575424,0.2604261349328914,0.12636844861367752,5,12,3
0,stable_low,0.0,0.0,1,180,195,15,15,5,180,192,1.0,57,15,0.20833333333333334,post,2,72,86286.82640375089,0.9929086774202073,0.23018522108719197,stationary_minimum,2,0.24472148124122195,0.9242364663074757,0.5145700398503699,5,12,3
0,stable_low,0.0,0.0,1,180,198,18,18,5,183,195,1.0,30,18,0.375,post,3,48,1101831386.3925838,0.9999953170608857,0.2384931167906091,stationary_minimum,3,0.0904371738485189,0.23882195282182617,0.6153700686462213,5,12,3
0,stable_low,0.0,0.0,1,180,201,21,21,5,186,198,1.0,51,21,0.2916666666666667,post,2,72,451763.1837397652,0.9981602337182938,0.24122527341805206,stationary_minimum,3,0.22756557303333494,0.2598048734393246,0.9359004020270266,5,12,3
0,stable_low,0.0,0.0,1,180,204,24,24,5,189,201,1.0,48,24,0.3333333333333333,post,2,72,640028861.5305754,0.9999985811628221,0.1372351387192522,stationary_minimum,3,0.4216570544511563,0.2600808311799128,1.2732846781028517,5,12,3
0,stable_low,0.0,0.0,1,180,207,27,27,5,192,204,1.0,45,27,0.375,post,2,72,655923550.7884629,0.9999986160093113,0.16171062965331418,stationary_minimum,3,0.1180157593321274,0.014440184144449043,2.8587991004985254,5,12,3
0,stable_low,0.0,0.0,1,180,210,30,30,5,195,207,1.0,42,30,0.4166666666666667,post,2,72,26489122129.84347,1.00000035924574,0.18307757664165406,upper_boundary,2,0.5672979385564934,0.4688036854402441,1.1000440950829447,5,12,3
0,stable_low,0.0,0.0,1,180,213,33,33,5,198,210,1.0,15,33,0.6875,post,3,48,26489122129.84347,0.9999939036535136,0.19321426630470784,upper_boundary,0,0.11166162250325878,0.08807954347418331,1.1259379038085588,5,12,3
0,stable_low,0.0,0.0,1,180,216,36,36,5,201,213,1.0,36,36,0.5,post,1,72,1.0497027980811628,0.5636405258456635,0.19659560889705682,stationary_minimum,2,0.5620558689848143,1.1592530495634463,0.696306773681845,5,12,3
0,stable_low,0.0,0.0,1,180,219,39,39,5,204,216,1.0,33,39,0.5416666666666666,post,1,72,45.85589012443332,0.9324070350964142,0.03453208897951413,stationary_minimum,2,0.5685282595468181,3.07859483976484,0.42973404353847133,5,12,3
0,stable_low,0.0,0.0,1,180,222,42,42,5,207,219,1.0,0,24,1.0,post,1,24,217.8702748763876,0.9835910053939776,0.11036288073518918,stationary_minimum,2,0.0038570174932528495,0.2502616790841125,0.12414482689859706,5,12,3
0,stable_low,0.0,0.0,1,180,225,45,45,5,210,222,1.0,0,24,1.0,post,1,24,6146.847953543362,0.9993263684858261,0.049577730048564375,stationary_minimum,2,0.8987358422346796,0.28634369318808134,1.771626712640732,5,12,3
0,stable_low,0.0,0.0,1,180,228,48,48,5,213,225,1.0,0,24,1.0,post,1,24,227.5499733657722,0.9841994669520773,0.21573929138437845,stationary_minimum,2,0.41451931698561256,0.4892174627152834,0.9204949527092473,5,12,3
0,stable_low,0.0,0.0,1,180,231,51,51,5,216,228,1.0,0,24,1.0,post,1,24,82.89625953742036,0.9639945235592681,0.28294648132324524,stationary_minimum,2,0.4104537289227095,0.1327436332458116,1.7584306807361905,5,12,3
