selector_max_inner_origins,transition,horizon,period,n_blocks,mean_selected_order,mean_selected_window,mean_selected_smoothness,mean_inner_origin_post_fraction,mean_outer_block_mse,mean_benchmark_block_mse,pooled_relative_rmsfe
20,stable_low,6,late,450,2.1533333333333333,50.45333333333333,0.97716644156149,1.0,0.3642695077165443,1.1585246163455634,0.5607364352119989
20,stable_low,6,mid,360,2.113888888888889,48.93333333333333,0.974659647672444,0.8125,0.3790868468017509,0.9102304331012251,0.6453475744000462
20,stable_low,6,pre,600,2.02,51.8,0.9617183593460201,0.0,0.35159555742236065,0.6995267637697179,0.7089563909830007
20,stable_low,12,early,360,2.1166666666666667,55.86666666666667,0.9650373780663657,0.15,0.5113444096767101,1.7229714759162145,0.54477568108227
20,stable_low,12,late,390,2.164102564102564,52.30769230769231,0.9781597313767886,1.0,0.46870690173394564,2.826344361714221,0.40722847383316063
20,stable_low,12,mid,360,2.066666666666667,51.8,0.9713418093493309,0.725,0.5116764697599852,2.111519924592864,0.4922663288627487
20,stable_low,12,pre,600,1.9983333333333333,50.0,0.9559949020318105,0.0,0.4678673439181399,1.3090474296557684,0.5978382191970049
30,high_to_low,1,early,360,1.4583333333333333,45.4,0.5751372511707918,0.18333333333333332,0.38781216141056946,0.48998103679195193,0.8896538773036949
30,high_to_low,1,late,480,2.175,47.2,0.9565572106455604,0.95625,0.3298465704228202,0.527178596660582,0.7910011257660164
30,high_to_low,1,mid,360,1.8555555555555556,47.266666666666666,0.8395885802108368,0.5833333333333334,0.3821437520494628,0.5012673065954686,0.8731295599626889
30,high_to_low,1,pre,600,1.3466666666666667,43.24,0.3761227717818074,0.0,0.1216241827696315,0.11499485762818815,1.0284205771089892
30,high_to_low,3,early,360,1.4638888888888888,44.8,0.6279817544493463,0.18333333333333332,0.4000804366280996,0.5789390603185539,0.8312989497362361
